exp_weight,calc_time,n_rollouts,pct_wins,pct_losses,ave_expanded,ave_gametime,player_id
2.5,0.1,100,0.22,0.62,1.308650519031142,4.213356995582581,1
2.5,0.1,500,0.22,0.56,1.0,18.14211027145386,1
2.5,0.1,1000,0.3,0.48,1.0,35.53809597015381,1
2.5,0.5,100,0.34,0.44,5.455012853470437,13.075611596107484,1
2.5,0.5,500,0.28,0.58,1.327385037748799,21.25630903720856,1
2.5,0.5,1000,0.24,0.6,1.0048176187198898,35.9722584104538,1
2.5,1.0,100,0.4,0.34,10.527309507754552,31.395293159484865,1
2.5,1.0,500,0.2,0.58,2.4059314179796107,29.32591341972351,1
2.5,1.0,1000,0.22,0.48,1.346666666666667,42.91110342025757,1
2.5,2.0,100,0.74,0.22,19.20229555236729,57.40285280227661,1
2.5,2.0,500,0.44,0.48,4.108445297504798,48.25434669494629,1
2.5,2.0,1000,0.36,0.62,2.351012536162006,56.64699888706208,1
0.5,0.5,100,0.2,0.56,4.1644295302013425,17.454451732635498,2
0.5,0.5,500,0.28,0.54,1.120792079207921,27.23305935382843,2
0.5,0.5,1000,0.22,0.56,1.0077720207253886,48.6819024515152,2
0.5,0.5,2000,0.26,0.62,1.0,92.14255227088928,2
0.5,1.0,100,0.3,0.64,8.498005319148936,32.29682060718537,2
0.5,1.0,500,0.26,0.5,2.089071856287425,36.869509582519534,2
0.5,1.0,1000,0.24,0.54,1.1989247311827957,49.40187463760376,2
0.5,1.0,2000,0.16,0.62,1.0040431266846361,88.68049552440644,2
0.5,2.0,100,0.54,0.34,16.505698005698004,58.265445551872254,2
0.5,2.0,500,0.22,0.56,3.813603662524526,71.22322117328643,2
0.5,2.0,1000,0.3,0.5,2.099706744868035,74.43856380939484,2
0.5,2.0,2000,0.28,0.52,1.1821862348178138,98.7274824666977,2
1.0,0.5,100,0.24,0.68,4.618144888287069,16.895971841812134,2
1.0,0.5,500,0.22,0.58,1.1890124264224984,24.835408029556273,2
1.0,0.5,1000,0.24,0.6,1.008849557522124,43.908774280548094,2
1.0,0.5,2000,0.26,0.54,1.0,88.72813099384308,2
1.0,1.0,100,0.38,0.5,8.465940054495913,31.521361351013184,2
1.0,1.0,500,0.26,0.5,2.091783863804589,36.70026729106903,2
1.0,1.0,1000,0.3,0.54,1.2113055181695829,49.478593044281006,2
1.0,1.0,2000,0.26,0.58,1.0065274151436032,90.22927833080291,2
1.0,2.0,100,0.36,0.48,16.765060240963855,61.9375538778305,2
1.0,2.0,500,0.14,0.64,3.8865110246433203,71.61720095157624,2
1.0,2.0,1000,0.28,0.6,2.0342412451361866,70.34491358280182,2
1.0,2.0,2000,0.28,0.58,1.2052522460262611,95.90283185482025,2
1.414,0.5,100,0.22,0.62,4.574581939799331,17.151979002952576,2
1.414,0.5,500,0.38,0.48,1.2070128118678354,24.57952962398529,2
1.414,0.5,1000,0.34,0.52,1.007910349373764,44.94412687301636,2
1.414,0.5,2000,0.18,0.68,1.0,86.89614926815032,2
1.414,1.0,100,0.32,0.58,8.55591677503251,32.97363367557526,2
1.414,1.0,500,0.28,0.54,2.079940784603997,37.191438074111936,2
1.414,1.0,1000,0.22,0.62,1.2147117296222665,49.88223453998566,2
1.414,1.0,2000,0.18,0.68,1.0075034106412006,88.67284382343293,2
1.414,2.0,100,0.4,0.42,16.647139903514816,60.17073826313019,2
1.414,2.0,500,0.28,0.56,3.7581612258494337,70.46353562831878,2
1.414,2.0,1000,0.24,0.56,2.006741573033708,72.71095107078553,2
1.414,2.0,2000,0.28,0.46,1.1863313990973565,102.25184082508088,2
1.8,0.5,100,0.2,0.62,4.755481727574751,17.259247126579286,2
1.8,0.5,500,0.28,0.5,1.1981258366800536,24.82850399017334,2
1.8,0.5,1000,0.22,0.52,1.0066889632107023,45.337123856544494,2
1.8,0.5,2000,0.28,0.56,1.0,90.70858542919159,2
1.8,1.0,100,0.32,0.38,8.80267558528428,32.0098499250412,2
1.8,1.0,500,0.14,0.68,2.112490869247626,37.199737343788144,2
1.8,1.0,1000,0.32,0.58,1.183448275862069,47.72141884326935,2
1.8,1.0,2000,0.24,0.48,1.0105960264900662,89.42565319538116,2
1.8,2.0,100,0.42,0.5,16.471045197740114,58.707801008224486,2
1.8,2.0,500,0.26,0.56,3.7917511832319133,69.3624554491043,2
1.8,2.0,1000,0.16,0.7,2.0,72.39874657630921,2
1.8,2.0,2000,0.2,0.56,1.1881648936170213,100.5642300415039,2
2.5,0.5,100,0.22,0.72,4.646204620462046,17.432326869964598,2
2.5,0.5,500,0.26,0.52,1.1998654104979811,24.745540199279784,2
2.5,0.5,1000,0.2,0.64,1.0053440213760856,44.310378441810606,2
2.5,0.5,2000,0.2,0.6,1.0,88.66586832523346,2
2.5,1.0,100,0.4,0.5,8.253521126760564,32.09863410949707,2
2.5,1.0,500,0.22,0.62,2.094380403458213,37.4709948015213,2
2.5,1.0,1000,0.22,0.64,1.2140422631220178,48.709473829269406,2
2.5,1.0,2000,0.16,0.64,1.007570543702684,87.20597662448883,2
2.5,2.0,100,0.54,0.4,16.81058495821727,59.62771073341369,2
2.5,2.0,500,0.24,0.68,3.8338892595063374,69.94736122131347,2
2.5,2.0,1000,0.24,0.6,1.8672106824925816,74.3693775510788,2
2.5,2.0,2000,0.26,0.52,1.123342175066313,111.17223741054535,2
